# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	139487	142723	+	XP_499639.2		XM_499639.3	uncharacterized protein		2906594	YALI1_A01394g	3237	1078	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	142751	143078	-						94582261	YALI1_A01430g	328		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	142751	143078	-	XM_068281604.1		XP_068137705.1	uncharacterized protein		94582261	YALI1_A01430g	285	285	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	142751	143078	-	XP_068137705.1		XM_068281604.1	uncharacterized protein		94582261	YALI1_A01430g	285	94	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	143264	143557	-						94582262	YALI1_A01434g	294		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	143264	143557	-	XM_068281605.1		XP_068137706.1	uncharacterized protein		94582262	YALI1_A01434g	249	249	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	143264	143557	-	XP_068137706.1		XM_068281605.1	uncharacterized protein		94582262	YALI1_A01434g	249	82	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	146821	147936	+						2905757	YALI1_A01468g	1116		partial;old_locus_tag=YALI2_A00021g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	146821	147936	+	XM_499640.3		XP_499640.1	uncharacterized protein		2905757	YALI1_A01468g	1116	1116	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	146821	147936	+	XP_499640.1		XM_499640.3	uncharacterized protein		2905757	YALI1_A01468g	1116	371	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	150114	150575	-						2906201	YALI1_A01505g	462		partial;old_locus_tag=YALI2_A00673g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	150114	150575	-	XM_499641.3		XP_499641.1	uncharacterized protein		2906201	YALI1_A01505g	462	462	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	150114	150575	-	XP_499641.1		XM_499641.3	uncharacterized protein		2906201	YALI1_A01505g	462	153	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	153703	155265	+						2906591	YALI1_A01537g	1563		partial;old_locus_tag=YALI2_A00022g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	153703	155265	+	XM_499642.3		XP_499642.3	uncharacterized protein		2906591	YALI1_A01537g	1563	1563	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	153703	155265	+	XP_499642.3		XM_499642.3	uncharacterized protein		2906591	YALI1_A01537g	1563	520	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	157177	157704	-						2906456	YALI1_A01577g	528		partial;old_locus_tag=YALI2_A00672g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	157177	157704	-	XM_499643.3		XP_499643.1	uncharacterized protein		2906456	YALI1_A01577g	528	528	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	157177	157704	-	XP_499643.1		XM_499643.3	uncharacterized protein		2906456	YALI1_A01577g	528	175	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	158564	160204	-						2905815	YALI1_A01602g	1641		partial;old_locus_tag=YALI2_A00671g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	158564	160204	-	XM_499644.3		XP_499644.2	uncharacterized protein		2905815	YALI1_A01602g	1641	1641	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	158564	160204	-	XP_499644.2		XM_499644.3	uncharacterized protein		2905815	YALI1_A01602g	1641	546	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	161872	162232	+						94582263	YALI1_A01618g	361		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	161872	162232	+	XM_068281606.1		XP_068137707.1	uncharacterized protein		94582263	YALI1_A01618g	318	318	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	161872	162232	+	XP_068137707.1		XM_068281606.1	uncharacterized protein		94582263	YALI1_A01618g	318	105	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	162845	164071	+						2905732	YALI1_A01628g	1227		partial;old_locus_tag=YALI2_A00023g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	162845	164071	+	XM_499645.3		XP_499645.2	uncharacterized protein		2905732	YALI1_A01628g	1227	1227	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	162845	164071	+	XP_499645.2		XM_499645.3	uncharacterized protein		2905732	YALI1_A01628g	1227	408	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	164208	164304	+						2906070	YALI1_A01642r	97		old_locus_tag=YALI2_A00004t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	164208	164304	+				tRNA-Leu		2906070	YALI1_A01642r	97		
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	165312	165411	-						2906598	YALI1_A01654r	100		old_locus_tag=YALI2_A00005t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	165312	165411	-				tRNA-Leu		2906598	YALI1_A01654r	100		
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	167039	168535	+						2906072	YALI1_A01670g	1497		partial;old_locus_tag=YALI2_A00024g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	167039	168535	+	XM_499646.3		XP_499646.3	uncharacterized protein		2906072	YALI1_A01670g	1497	1497	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	167039	168535	+	XP_499646.3		XM_499646.3	uncharacterized protein		2906072	YALI1_A01670g	1497	498	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	168998	169096	+						2906068	YALI1_A01689r	99		old_locus_tag=YALI2_A00006t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	168998	169096	+				tRNA-Leu		2906068	YALI1_A01689r	99		
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	170585	171778	-						2906271	YALI1_A01717g	1194		partial;old_locus_tag=YALI2_A00670g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	170585	171778	-	XM_499647.3		XP_499647.2	uncharacterized protein		2906271	YALI1_A01717g	1194	1194	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	170585	171778	-	XP_499647.2		XM_499647.3	uncharacterized protein		2906271	YALI1_A01717g	1194	397	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	173068	173387	-						94582264	YALI1_A01732g	320		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	173068	173387	-	XM_068281607.1		XP_068137708.1	uncharacterized protein		94582264	YALI1_A01732g	273	273	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	173068	173387	-	XP_068137708.1		XM_068281607.1	uncharacterized protein		94582264	YALI1_A01732g	273	90	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	173432	173784	-						94582265	YALI1_A01736g	353		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	173432	173784	-	XM_068281608.1		XP_068137709.1	uncharacterized protein		94582265	YALI1_A01736g	309	309	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	173432	173784	-	XP_068137709.1		XM_068281608.1	uncharacterized protein		94582265	YALI1_A01736g	309	102	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	174384	176618	-						2906152	YALI1_A01766g	2235		partial;old_locus_tag=YALI2_A00669g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	174384	176618	-	XM_499648.3		XP_499648.1	uncharacterized protein		2906152	YALI1_A01766g	2235	2235	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	174384	176618	-	XP_499648.1		XM_499648.3	uncharacterized protein		2906152	YALI1_A01766g	2235	744	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	177105	178281	-						2906074	YALI1_A01777g	1177		partial;old_locus_tag=YALI2_A00668g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	177105	178281	-	XM_499649.3		XP_499649.3	uncharacterized protein		2906074	YALI1_A01777g	798	798	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	177105	178281	-	XP_499649.3		XM_499649.3	uncharacterized protein		2906074	YALI1_A01777g	798	265	
gene	scRNA	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	178588	178631	-						94582266	YALI1_A01786r	44		
ncRNA	scRNA	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	178588	178631	-	XR_011031456.1			YALI1_A01786p		94582266	YALI1_A01786r	44	44	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	179495	182445	+						2906040	YALI1_A01794g	2951		partial;old_locus_tag=YALI2_A00025g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	179495	182445	+	XM_499650.2		XP_499650.2	uncharacterized protein		2906040	YALI1_A01794g	2820	2820	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	179495	182445	+	XP_499650.2		XM_499650.2	uncharacterized protein		2906040	YALI1_A01794g	2820	939	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	182474	183774	-						2906039	YALI1_A01824g	1301		partial;old_locus_tag=YALI2_A00667g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	182474	183774	-	XM_499651.4		XP_499651.2	uncharacterized protein		2906039	YALI1_A01824g	375	375	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	182474	183774	-	XP_499651.2		XM_499651.4	uncharacterized protein		2906039	YALI1_A01824g	375	124	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	184288	185352	+						2906065	YALI1_A01842g	1065		partial;old_locus_tag=YALI2_A00026g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	184288	185352	+	XM_499652.3		XP_499652.1	uncharacterized protein		2906065	YALI1_A01842g	1065	1065	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	184288	185352	+	XP_499652.1		XM_499652.3	uncharacterized protein		2906065	YALI1_A01842g	1065	354	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	185405	185694	+						94582267	YALI1_A01854g	290		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	185405	185694	+	XM_068281609.1		XP_068137710.1	uncharacterized protein		94582267	YALI1_A01854g	237	237	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	185405	185694	+	XP_068137710.1		XM_068281609.1	uncharacterized protein		94582267	YALI1_A01854g	237	78	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	186140	186448	-						7009333	YALI1_A01864g	309		partial;old_locus_tag=YALI2_A00666g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	186140	186448	-	XM_002142944.3		XP_002142980.1	uncharacterized protein		7009333	YALI1_A01864g	309	309	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	186140	186448	-	XP_002142980.1		XM_002142944.3	uncharacterized protein		7009333	YALI1_A01864g	309	102	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	186613	186931	-						94582268	YALI1_A01868g	319		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	186613	186931	-	XM_068281610.1		XP_068137711.1	uncharacterized protein		94582268	YALI1_A01868g	276	276	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	186613	186931	-	XP_068137711.1		XM_068281610.1	uncharacterized protein		94582268	YALI1_A01868g	276	91	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	187398	188822	-						2906038	YALI1_A01888g	1425		partial;old_locus_tag=YALI2_A00665g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	187398	188822	-	XM_499653.3		XP_499653.3	uncharacterized protein		2906038	YALI1_A01888g	1425	1425	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	187398	188822	-	XP_499653.3		XM_499653.3	uncharacterized protein		2906038	YALI1_A01888g	1425	474	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	189425	190510	-						2906035	YALI1_A01905g	1086		partial;old_locus_tag=YALI2_A00664g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	189425	190510	-	XM_499654.3		XP_499654.3	uncharacterized protein		2906035	YALI1_A01905g	1086	1086	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	189425	190510	-	XP_499654.3		XM_499654.3	uncharacterized protein		2906035	YALI1_A01905g	1086	361	
gene	pseudogene	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	193850	194513	-				Compare to YALI0A01507g, Misc non-coding, similar to uniprot|Q6CGY4 Yarrowia lipolytica YALI0A14927g		94582269	YALI1_A01945g	664		pseudo
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	202226	202516	+						94582270	YALI1_A02022g	291		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	202226	202516	+	XM_068281611.1		XP_068137712.1	uncharacterized protein		94582270	YALI1_A02022g	240	240	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	202226	202516	+	XP_068137712.1		XM_068281611.1	uncharacterized protein		94582270	YALI1_A02022g	240	79	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	202684	203757	-						2906527	YALI1_A02037g	1074		partial;old_locus_tag=YALI2_A00663g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	202684	203757	-	XM_499660.3		XP_499660.3	uncharacterized protein		2906527	YALI1_A02037g	1074	1074	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	202684	203757	-	XP_499660.3		XM_499660.3	uncharacterized protein		2906527	YALI1_A02037g	1074	357	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	205739	205834	+						2906044	YALI1_A02057r	96		old_locus_tag=YALI2_A00007t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	205739	205834	+				tRNA-Asn		2906044	YALI1_A02057r	96		
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	205954	207525	-						2905735	YALI1_A02075g	1572		partial;old_locus_tag=YALI2_A00662g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	205954	207525	-	XM_499661.3		XP_499661.3	uncharacterized protein		2905735	YALI1_A02075g	1572	1572	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	205954	207525	-	XP_499661.3		XM_499661.3	uncharacterized protein		2905735	YALI1_A02075g	1572	523	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	207949	208922	-						2906100	YALI1_A02083g	974		partial;old_locus_tag=YALI2_A00661g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	207949	208922	-	XM_066094076.2		XP_065950148.2	uncharacterized protein		2906100	YALI1_A02083g	393	393	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	207949	208922	-	XP_065950148.2		XM_066094076.2	uncharacterized protein		2906100	YALI1_A02083g	393	130	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	209629	210909	+						2905799	YALI1_A02096g	1281		partial;old_locus_tag=YALI2_A00031g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	209629	210909	+	XM_499663.3		XP_499663.1	uncharacterized protein		2905799	YALI1_A02096g	1281	1281	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	209629	210909	+	XP_499663.1		XM_499663.3	uncharacterized protein		2905799	YALI1_A02096g	1281	426	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	211009	211437	-						94582271	YALI1_A02113g	429		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	211009	211437	-	XM_068281612.1		XP_068137713.1	uncharacterized protein		94582271	YALI1_A02113g	375	375	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	211009	211437	-	XP_068137713.1		XM_068281612.1	uncharacterized protein		94582271	YALI1_A02113g	375	124	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	212051	213196	-						2905722	YALI1_A02131g	1146		partial;old_locus_tag=YALI2_A00660g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	212051	213196	-	XM_499664.1		XP_499664.1	uncharacterized protein		2905722	YALI1_A02131g	1146	1146	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	212051	213196	-	XP_499664.1		XM_499664.1	uncharacterized protein		2905722	YALI1_A02131g	1146	381	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	213817	213890	-						2906553	YALI1_A02138r	74		old_locus_tag=YALI2_A00008t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	213817	213890	-				tRNA-Val		2906553	YALI1_A02138r	74		
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	215038	216879	+						2906556	YALI1_A02150g	1842		partial;old_locus_tag=YALI2_A00032g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	215038	216879	+	XM_499665.3		XP_499665.3	uncharacterized protein		2906556	YALI1_A02150g	1842	1842	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	215038	216879	+	XP_499665.3		XM_499665.3	uncharacterized protein		2906556	YALI1_A02150g	1842	613	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	218056	219042	-						94582272	YALI1_A02190g	987		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	218056	219042	-	XM_068281613.1		XP_068137714.1	uncharacterized protein		94582272	YALI1_A02190g	987	987	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	218056	219042	-	XP_068137714.1		XM_068281613.1	uncharacterized protein		94582272	YALI1_A02190g	987	328	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	219894	220853	+						2906533	YALI1_A02198g	960		partial;old_locus_tag=YALI2_A00033g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	219894	220853	+	XM_499667.3		XP_499667.3	uncharacterized protein		2906533	YALI1_A02198g	960	960	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	219894	220853	+	XP_499667.3		XM_499667.3	uncharacterized protein		2906533	YALI1_A02198g	960	319	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	226315	228591	+						2906526	YALI1_A02263g	2277		partial;old_locus_tag=YALI2_A00034g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	226315	228591	+	XM_499668.3		XP_499668.3	uncharacterized protein		2906526	YALI1_A02263g	2277	2277	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	226315	228591	+	XP_499668.3		XM_499668.3	uncharacterized protein		2906526	YALI1_A02263g	2277	758	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	230026	230385	-						94582273	YALI1_A02301g	360		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	230026	230385	-	XM_068281614.1		XP_068137715.1	uncharacterized protein		94582273	YALI1_A02301g	315	315	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	230026	230385	-	XP_068137715.1		XM_068281614.1	uncharacterized protein		94582273	YALI1_A02301g	315	104	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	231750	231834	-						2906579	YALI1_A02318r	85		old_locus_tag=YALI2_A00009t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	231750	231834	-				tRNA-Gly		2906579	YALI1_A02318r	85		
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	233515	235116	+						2906123	YALI1_A02335g	1602		partial;old_locus_tag=YALI2_A00035g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1A	NC_090770.1	233515	235116	+	XM_499669.2		XP_499669.2	uncharacterized protein		2906123	YALI1_A02335g	1602	1602	partial
