yali1,yali0,geneid,metab_pathways,ec,verdict,in_model
YALI1_C06917g,YALI0C05368g,2909377,,5.6.2.7,metabolic,no
YALI1_C06944r,YALI0C05423r,2910095,00970,,metabolic,no
YALI1_C07770g,YALI0C06039g,2909233,,3.4.25.1,metabolic,no
YALI1_C07780g,YALI0C06061g,2909232,,3.5.1.98,metabolic,no
YALI1_C07979g,YALI0C06149g,2909237,,2.3.2.23,metabolic,no
YALI1_C08600g,YALI0C06460g,2909314,,3.1.3.48,metabolic,no
YALI1_C08938r,YALI0C06666r,2909218,00970,,metabolic,no
YALI1_C09009g,YALI0C06754g,2909221,01100;01110,,metabolic,no
YALI1_C09390g,YALI0C07018g,2910039,,5.2.1.8,metabolic,no
YALI1_C09462r,YALI0C07084r,2910042,00970,,metabolic,no
YALI1_C09489g,YALI0C07150g,2910044,,2.3.2.27,metabolic,no
YALI1_C09626r,YALI0C07216r,2910047,00970,,metabolic,no
YALI1_C09718g,YALI0C07326g,2910025,00564,,metabolic,no
YALI1_C09756r,YALI0C07370r,2910027,00970,,metabolic,no
YALI1_C09851g,YALI0C07436g,2910029,,3.1.11.2,metabolic,no
YALI1_C10271g,YALI0C07700g,2909772,,2.3.2.27,metabolic,no
YALI1_C11271g,YALI0C08305g,2909492,,2.7.11.11,metabolic,no
YALI1_C11521g,YALI0C08393g,2909324,00600;01100,3.1.4.12,metabolic,no
YALI1_C11715g,YALI0C08481g,2909329,00563;01100,,metabolic,no
YALI1_C11733r,YALI0C08503r,2909330,00970,,metabolic,no
YALI1_C12282g,YALI0C08960g,2909702,,3.4.22.49,metabolic,no
YALI1_C12548r,YALI0C09053r,2909707,00970,,metabolic,no
YALI1_C13072r,YALI0C09416r,2909764,00970,,metabolic,no
YALI1_C13093g,YALI0C09438g,2909765,,3.4.19.12,metabolic,no
YALI1_C13261g,YALI0C09570g,2909771,00010;00052;01100;01110,5.1.3.3,metabolic,no
YALI1_C13410g,YALI0C09658g,2909789,,3.1.26.4,metabolic,no
YALI1_C13522g,YALI0C09735g,2909793,,3.5.99.10,metabolic,no
YALI1_C14450g,YALI0C10230g,2909462,,5.2.1.8,metabolic,no
YALI1_C14658r,YALI0C10362r,2909467,00970,,metabolic,no
YALI1_C14692r,YALI0C10406r,2909468,00970,,metabolic,no
YALI1_C14787g,YALI0C10494g,2909472,,3.4.11.22,metabolic,no
YALI1_C14884g,YALI0C10604g,2909477,00310;01100,1.14.11.8,metabolic,no
YALI1_C15359g,YALI0C10945g,2909368,,2.7.4.1,metabolic,no
YALI1_C15398g,YALI0C10967g,2909134,,2.7.11.22;2.7.11.23,metabolic,no
YALI1_C15648r,YALI0C11187r,2909145,00970,,metabolic,no
YALI1_C15687g,YALI0C11231g,2909147,,2.3.1.48,metabolic,no
YALI1_C15776g,YALI0C11297g,2909419,00561;00564;01110,3.1.3.4;3.6.1.75,metabolic,no
YALI1_C16080g,YALI0C11429g,2909425,,3.1.26.3,metabolic,no
YALI1_C16150g,YALI0C11495g,2909428,,6.3.2.25,metabolic,no
YALI1_C16200g,YALI0C11539g,2909430,,2.3.1.256,metabolic,no
YALI1_C16305g,YALI0C11649g,2909263,,3.4.19.12,metabolic,no
YALI1_C16416r,YALI0C11737r,2909267,00970,,metabolic,no
YALI1_C16728r,YALI0C11990r,2910110,00970,,metabolic,no
YALI1_C16939r,YALI0C12078r,2910114,00970,,metabolic,no
YALI1_C17050g,YALI0C12144g,2910116,,3.1.11.2,metabolic,no
YALI1_C17259r,YALI0C12298r,2910123,00970,,metabolic,no
YALI1_C17566g,YALI0C12386g,2909381,,5.3.4.1,metabolic,no
YALI1_C17959r,YALI0C12815r,2909515,00970,,metabolic,no
YALI1_C17988g,YALI0C12859g,2909516,,5.6.1.4,metabolic,no
YALI1_C18011g,YALI0C12918g,2909518,00860;01100,4.4.1.17,metabolic,no
YALI1_C18235r,YALI0C13046r,2909524,00970,,metabolic,no
YALI1_C18287r,YALI0C13134r,2909526,00970,,metabolic,no
YALI1_C18525r,YALI0C13266r,2909530,00970,,metabolic,no
YALI1_C18541g,YALI0C13310g,2909531,,3.6.1.62,metabolic,no
YALI1_C18901g,YALI0C13618g,2909207,,2.1.1.56,metabolic,no
YALI1_C18927r,YALI0C13640r,2909208,00970,,metabolic,no
YALI1_C19510g,YALI0C13882g,2909719,,2.1.1.214,metabolic,no
YALI1_C19794g,YALI0C14014g,2909725,00561;00564;01100;01110,2.3.1.51,metabolic,no
YALI1_C19857r,YALI0C14080r,2909728,00970,,metabolic,no
YALI1_C19968r,YALI0C14212r,2910050,00970,,metabolic,no
YALI1_C20007r,YALI0C14278r,2910053,00970,,metabolic,no
YALI1_C20061r,YALI0C14366r,2910056,00970,,metabolic,no
YALI1_C20452g,YALI0C14718g,2909738,,2.1.1.322,metabolic,no
YALI1_C20597g,YALI0C14806g,2909742,,1.5.5.1,metabolic,no
YALI1_C21064r,YALI0C14982r,2909344,00970,,metabolic,no
YALI1_C21234g,YALI0C15048g,2909347,,3.1.13.1,metabolic,no
YALI1_C21891g,YALI0C15444g,2909408,,2.7.11.1,metabolic,no
YALI1_C22546r,YALI0C15631r,2909416,00970,,metabolic,no
YALI1_C22592g,YALI0C15653g,2909417,,5.2.1.8,metabolic,no
YALI1_C22613r,YALI0C15675r,2909434,00970,,metabolic,no
YALI1_C23707g,YALI0C16566g,2909753,,2.7.7.6,metabolic,no
YALI1_C23738g,YALI0C16621g,2909290,,1.15.1.1,metabolic,no
YALI1_C23818g,YALI0C16665g,2909292,,2.7.12.1,metabolic,no
YALI1_C23926g,YALI0C16775g,2909297,,5.2.1.8,metabolic,no
YALI1_C24507r,YALI0C17127r,2910086,00970,,metabolic,no
YALI1_C24509r,YALI0C17149r,2910087,00970,,metabolic,no
YALI1_C24660g,YALI0C17325g,2910094,,3.4.25.1,metabolic,no
YALI1_C24755g,YALI0C17391g,2910068,00190;01100,,metabolic,no
YALI1_C24936r,YALI0C17611r,2910077,00970,,metabolic,no
YALI1_C24973r,YALI0C17677r,2909998,00970,,metabolic,no
YALI1_C24978r,YALI0C17699r,2910002,00970,,metabolic,no
YALI1_C24992r,YALI0C17743r,2910000,00970,,metabolic,no
YALI1_C25003r,YALI0C17787r,2910001,00970,,metabolic,no
YALI1_C25149r,YALI0C17985r,2910011,00970,,metabolic,no
YALI1_C25171g,YALI0C18029g,2909987,01100;01110,1.13.11.59,metabolic,no
YALI1_C25257g,YALI0C18095g,2909989,,2.7.7.80;2.8.1.11,metabolic,no
YALI1_C26090r,YALI0C18843r,2909418,00970,,metabolic,no
YALI1_C26096r,YALI0C18887r,2909967,00970,,metabolic,no
YALI1_C26098r,YALI0C18931r,2909968,00970,,metabolic,no
YALI1_C26167g,YALI0C19041g,2909972,00730;01100;01240,2.8.1.7,metabolic,no
YALI1_C26543r,YALI0C19173r,2909951,00970,,metabolic,no
YALI1_C26764g,YALI0C19382g,2909935,,3.4.25.1,metabolic,no
YALI1_C26847r,YALI0C19470r,2909938,00970,,metabolic,no
YALI1_C26849r,YALI0C19514r,2909939,00970,,metabolic,no
YALI1_C26959g,YALI0C19646g,2909922,00130;01100;01110;01240,1.6.5.2,metabolic,no
YALI1_C26975g,YALI0C19668g,2909923,00130;01100;01110;01240,1.6.5.2,metabolic,no
YALI1_C27958g,YALI0C19987g,2909893,,3.4.19.12,metabolic,no
YALI1_C28186r,YALI0C20163r,2909900,00970,,metabolic,no
YALI1_C28263g,YALI0C20251g,2909903,00620;00640;01100,1.1.1.283,metabolic,no
YALI1_C28578r,YALI0C20537r,2909886,00970,,metabolic,no
YALI1_C28581r,YALI0C20581r,2909887,00970,,metabolic,no
YALI1_C28861r,YALI0C20845r,2909867,00970,,metabolic,no
YALI1_C28879g,YALI0C20889g,2909868,,2.3.2.31,metabolic,no
YALI1_C28963g,YALI0C20933g,2909870,,5.6.2.4,metabolic,no
YALI1_C29066g,YALI0C21021g,2909874,00480;01100,2.5.1.18,metabolic,no
YALI1_C29080g,YALI0C21043g,2909875,,1.11.1.24,metabolic,no
YALI1_C29447g,YALI0C21340g,2909842,,2.7.13.3,metabolic,no
YALI1_C29506g,YALI0C21362g,2909841,,1.14.12.17,metabolic,no
YALI1_C29618g,YALI0C21472g,2909846,,5.6.2.7,metabolic,no
YALI1_C29648g,YALI0C21494g,2909847,,2.1.1.317,metabolic,no
YALI1_C29676g,YALI0C21516g,2909850,,3.1.1.2;3.1.8.1,metabolic,no
YALI1_C29854g,YALI0C21582g,2909824,,2.7.11.2,metabolic,no
YALI1_C29902g,YALI0C21604g,2909825,,3.4.16.5,metabolic,no
YALI1_C29926g,YALI0C21648g,2909827,,2.7.7.7,metabolic,no
YALI1_C30187g,YALI0C21868g,2909837,,5.6.2.4,metabolic,no
YALI1_C30320g,YALI0C22000g,2909815,00620;01100,4.2.1.130,metabolic,no
YALI1_C30795g,YALI0C22385g,2909697,,2.7.11.1,metabolic,no
YALI1_C30964g,YALI0C22550g,2909663,,2.7.7.6,metabolic,no
YALI1_C31453g,YALI0C22770g,2909555,,2.7.11.1,metabolic,no
YALI1_C31538r,YALI0C22814r,2909635,00970,,metabolic,no
YALI1_C31804r,YALI0C23012r,2909642,00970,,metabolic,no
YALI1_C31830g,YALI0C23034g,2909643,00760;01100,2.3.1.286,metabolic,no
YALI1_C31888g,YALI0C23078g,2909621,,1.8.3.2,metabolic,no
YALI1_C31918g,YALI0C23122g,2909625,00350;01100,3.7.1.5,metabolic,no
YALI1_C32034g,YALI0C23224g,2909628,00590;01100,3.1.3.76;3.3.2.10,metabolic,no
YALI1_C32496g,YALI0C23562g,2909617,,3.5.1.52,metabolic,no
YALI1_C32633g,YALI0C23639g,2909620,,5.6.2.7,metabolic,no
YALI1_C32667g,YALI0C23661g,2909590,,3.4.16.5,metabolic,no
YALI1_C33055g,YALI0C23991g,2909604,,4.6.1.19,metabolic,no
YALI1_C33332g,YALI0C24299g,2909588,,2.3.2.27,metabolic,no
YALI1_C33353g,YALI0C24321g,2909589,,2.7.11.22,metabolic,no
YALI1_D00173g,YALI0D00176g,2910372,01040;01100;01212,2.3.1.176,metabolic,no
YALI1_D00534r,YALI0D00517r,2910393,00970,,metabolic,no
YALI1_D00703g,YALI0D00649g,2910399,,3.6.4.7,metabolic,no
YALI1_D01404g,YALI0D01243g,2910450,,1.6.99.1,metabolic,no
YALI1_D01780g,YALI0D01485g,2910461,,2.5.1.114,metabolic,no
YALI1_D01967g,YALI0D01628g,2910468,,5.4.99.27,metabolic,no
YALI1_D01988r,YALI0D01650r,2910469,00970,,metabolic,no
YALI1_D02105r,YALI0D01826r,2910476,00970,,metabolic,no
YALI1_D02362g,YALI0D02101g,2910513,,2.7.11.1,metabolic,no
YALI1_D02625g,YALI0D02277g,2910520,00030;00710;01100;01110;01200;01230,2.2.1.1,metabolic,no
YALI1_D03091g,YALI0D02563g,2910532,,3.2.1.101,metabolic,no
YALI1_D03167g,YALI0D02607g,2910534,,5.6.2.3,metabolic,no
YALI1_D03647g,YALI0D02849g,2910545,,3.4.21.89,metabolic,no
YALI1_D03663g,YALI0D02871g,2910546,,3.4.19.12,metabolic,no
YALI1_D03805g,YALI0D02981g,2910551,,3.4.21.48,metabolic,no
YALI1_D03852r,YALI0D03025r,2910559,00970,,metabolic,no
YALI1_D04082r,YALI0D03201r,2910566,00970,,metabolic,no
YALI1_D04186g,YALI0D03267g,2910568,,2.7.7.72,metabolic,no
YALI1_D04355r,YALI0D03421r,2910574,00970,,metabolic,no
YALI1_D04370g,YALI0D03465g,2910307,00230;00240;00760;01100;01110;01232,3.1.3.5;3.1.3.6,metabolic,no
YALI1_D04469g,YALI0D03531g,2910577,,3.4.19.12,metabolic,no
YALI1_D04680g,YALI0D03718g,2910586,,2.7.7.6,metabolic,no
YALI1_D04808r,YALI0D03806r,2910590,00970,,metabolic,no
YALI1_D04809r,YALI0D03850r,2910591,00970,,metabolic,no
YALI1_D04814g,YALI0D03888g,2910592,,2.7.11.1,metabolic,no
YALI1_D05139g,YALI0D04114g,2910625,,2.7.12.1,metabolic,no
YALI1_D05222g,YALI0D04158g,2910627,,3.2.2.27,metabolic,no
YALI1_D05343g,YALI0D04268g,2910632,,1.11.1.5,metabolic,no
YALI1_D05375g,YALI0D04312g,2910634,00650;01100,1.1.99.2,metabolic,no
YALI1_D05398g,YALI0D04334g,2910635,,2.7.11.22;2.7.11.23,metabolic,no
YALI1_D05699r,YALI0D04532r,2910643,00970,,metabolic,no
YALI1_D05795r,YALI0D04675r,2910649,00970,,metabolic,no
YALI1_D06195g,YALI0D04873g,2910658,,7.2.2.10,metabolic,no
YALI1_D06675r,YALI0D05115r,2910972,00970,,metabolic,no
YALI1_D06700g,YALI0D05159g,2910974,,3.4.11.18,metabolic,no
YALI1_D07060r,YALI0D05423r,2911025,00970,,metabolic,no
YALI1_D07118g,YALI0D05489g,2911026,,2.1.1.228,metabolic,no
YALI1_D07564r,YALI0D05885r,2911044,00970,,metabolic,no
YALI1_D07812r,YALI0D06105r,2910860,00970,,metabolic,no
YALI1_D08031g,YALI0D06259g,2910866,,6.2.1.45,metabolic,no
YALI1_D08360g,YALI0D06523g,2910492,,3.4.25.1,metabolic,no
YALI1_D08429g,YALI0D06589g,2910495,00510;00513;01100,,metabolic,no
YALI1_D09004g,YALI0D07040g,2910792,,3.1.3.43,metabolic,no
YALI1_D09055g,YALI0D07084g,2910794,00010;01100;01110,5.1.3.15,metabolic,no
YALI1_D09215g,YALI0D07238g,2910801,00340;01100,2.1.1.22,metabolic,no
YALI1_D09488g,YALI0D07414g,2910893,,3.1.3.48,metabolic,no
YALI1_D09623g,YALI0D07502g,2910897,,2.7.11.1,metabolic,no
YALI1_D10135g,YALI0D07890g,2910945,,2.3.2.34,metabolic,no
YALI1_D10192g,YALI0D07920g,2910947,,2.3.1.234,metabolic,no
YALI1_D10304g,YALI0D08052g,2910952,,3.4.16.5,metabolic,no
YALI1_D10310r,YALI0D08074r,2910953,00970,,metabolic,no
YALI1_D11256g,YALI0D08778g,2910674,00620;00640;01100,1.1.1.283,metabolic,no
YALI1_D11302g,YALI0D08822g,2910676,,2.7.11.1,metabolic,no
YALI1_D11514g,YALI0D09042g,2910686,,3.4.16.5,metabolic,no
YALI1_D12038r,YALI0D09405r,2910844,00970,,metabolic,no
YALI1_D12056g,YALI0D09449g,2910846,,5.6.2.7,metabolic,no
YALI1_D12101r,YALI0D09559r,2910912,00970,,metabolic,no
YALI1_D12252g,YALI0D09669g,2910916,,5.6.2.3,metabolic,no
YALI1_D12271g,YALI0D09691g,2910917,,2.1.1.311,metabolic,no
YALI1_D12626g,YALI0D09955g,2910929,,5.6.2.6,metabolic,no
YALI1_D12900r,YALI0D10197r,2911000,00970,,metabolic,no
YALI1_D12956g,YALI0D10274g,7009503,00190;01100,,metabolic,no
YALI1_D13019g,YALI0D10329g,2911005,,2.1.1.346,metabolic,no
YALI1_D13056r,YALI0D10395r,2911007,00970,,metabolic,no
YALI1_D13105r,YALI0D10439r,2911009,00970,,metabolic,no
YALI1_D13201g,YALI0D10549g,2910429,00514;00515;01100,2.4.1.109,metabolic,no
YALI1_D13251g,YALI0D10615g,2910432,,2.3.2.27,metabolic,no
YALI1_D13285r,YALI0D10637r,2910433,00970,,metabolic,no
YALI1_D13788g,YALI0D10989g,2910720,,2.1.1.34,metabolic,no
YALI1_D13871g,YALI0D11066g,2910724,00510;00513;01100,,metabolic,no
YALI1_D14012r,YALI0D11154r,2910728,00970,,metabolic,no
YALI1_D14190g,YALI0D11308g,2910735,,4.2.1.93,metabolic,no
YALI1_D14400g,YALI0D11528g,2910357,,2.3.2.26,metabolic,no
YALI1_D14453g,YALI0D11616g,2910361,00620;00640;01100,1.1.1.283,metabolic,no
YALI1_D14489g,YALI0D11660g,2910363,00240;01100,4.2.1.70,metabolic,no
YALI1_D14560g,YALI0D11726g,2910366,,3.1.3.16,metabolic,no
YALI1_D14585g,YALI0D11748g,2910367,,2.3.2.23,metabolic,no
YALI1_D14896r,YALI0D12034r,2910609,00970,,metabolic,no
YALI1_D15181g,YALI0D12188g,2910616,,2.7.7.49,metabolic,no
YALI1_D15214g,YALI0D12210g,2910617,,5.6.2.6,metabolic,no
YALI1_D15367g,YALI0D12364g,2910135,,2.7.7.7,metabolic,no
YALI1_D15523g,YALI0D12452g,2910140,,2.3.2.27,metabolic,no
YALI1_D15937g,YALI0D12749g,2911259,00563;01100,,metabolic,no
YALI1_D15974g,YALI0D12837g,2911263,,2.1.1.229,metabolic,no
YALI1_D16009g,YALI0D12881g,2911265,,2.1.1.233,metabolic,no
YALI1_D16047g,YALI0D12925g,2911267,,3.2.1.210,metabolic,no
YALI1_D16597r,YALI0D13420r,2910824,00970,,metabolic,no
YALI1_D17181g,YALI0D13860g,2910265,,2.3.1.254,metabolic,no
YALI1_D17262r,YALI0D13926r,2910268,00970,,metabolic,no
YALI1_D17355g,YALI0D14058g,2910228,,3.4.25.1,metabolic,no
YALI1_D17424r,YALI0D14124r,2910231,00970,,metabolic,no
YALI1_D17428r,YALI0D14168r,2910232,00970,,metabolic,no
YALI1_D17436r,YALI0D14212r,2910233,00970,,metabolic,no
YALI1_D17445r,YALI0D14256r,2910234,00970,,metabolic,no
YALI1_D17770g,YALI0D14542g,2911318,,2.7.11.1,metabolic,no
YALI1_D18034r,YALI0D14806r,2911328,00970,,metabolic,no
YALI1_D18167g,YALI0D14916g,2911332,,6.5.1.3,metabolic,no
YALI1_D18179r,YALI0D14938r,2911333,00970,,metabolic,no
YALI1_D18408g,YALI0D15114g,2910746,00040;01100,2.7.1.47,metabolic,no
YALI1_D18673g,YALI0D15312g,2910755,,2.3.2.23,metabolic,no
YALI1_D18943g,YALI0D15444g,2910761,,2.3.2.26,metabolic,no
YALI1_D19039g,YALI0D15532g,2910167,00260;00470;01100,4.3.1.18,metabolic,no
YALI1_D19252g,YALI0D15708g,2910175,00071;00280;01100;01110;01212,1.3.8.5,metabolic,no
YALI1_D19566r,YALI0D15884r,2910182,00970,,metabolic,no
YALI1_D20050g,YALI0D16247g,2911288,,1.6.99.1,metabolic,no
YALI1_D20202g,YALI0D16335g,2911292,,3.4.19.12,metabolic,no
YALI1_D20426r,YALI0D16511r,2910199,00970,,metabolic,no
YALI1_D20436r,YALI0D16533r,2910200,00970,,metabolic,no
YALI1_D20442r,YALI0D16555r,2910201,00970,,metabolic,no
YALI1_D20464r,YALI0D16621r,2910203,00970,,metabolic,no
YALI1_D20651g,YALI0D16687g,2910206,00760;01100,2.3.1.286;2.3.1.313,metabolic,no
YALI1_D20662g,YALI0D16709g,2910207,,1.8.98.2,metabolic,no
YALI1_D20768g,YALI0D16863g,2911069,,2.7.11.1,metabolic,no
YALI1_D20886g,YALI0D16940g,2910216,,3.1.1.1,metabolic,no
YALI1_D20985g,YALI0D17028g,2911218,00510;01100,2.4.1.267,metabolic,no
YALI1_D21100g,YALI0D17138g,2911224,,3.4.11.18,metabolic,no
YALI1_D21380r,YALI0D17358r,2911234,00970,,metabolic,no
YALI1_D21424g,YALI0D17424g,2911298,00510;00513;01100,3.2.1.209,metabolic,no
YALI1_D21476g,YALI0D17490g,2911301,00190;01100,,metabolic,no
YALI1_D24054g,YALI0D18964g,2911146,00051;01100,1.1.1.289,metabolic,no
YALI1_D24225g,YALI0D19118g,2911153,,2.5.1.157,metabolic,no
YALI1_D24718g,YALI0D19470g,2911167,,2.7.11.1,metabolic,no
YALI1_D24985r,YALI0D19690r,2911181,00970,,metabolic,no
YALI1_D25472g,YALI0D20174g,2911200,00510;00513;01100,3.2.1.113,metabolic,no
YALI1_D25680r,YALI0D20284r,2911205,00970,,metabolic,no
YALI1_D26336r,YALI0D20746r,2910149,00970,,metabolic,no
YALI1_D26586g,YALI0D20966g,2910716,,2.7.11.26,metabolic,no
YALI1_D26721g,YALI0D21120g,2910280,,3.4.22.68,metabolic,no
YALI1_D27044g,YALI0D21384g,2911076,,6.5.1.1,metabolic,no
YALI1_D27385g,YALI0D21684g,2911084,00310;01100,2.1.1.354,metabolic,no
YALI1_D27637g,YALI0D21890g,2910318,00511,3.2.1.24,metabolic,no
YALI1_D27867g,YALI0D22066g,2910313,,3.1.3.16,metabolic,no
YALI1_D27912g,YALI0D22110g,2910155,00330;00360;00380;01100,3.5.1.4,metabolic,no
YALI1_D28030r,YALI0D22176r,2911048,00970,,metabolic,no
YALI1_D28033g,YALI0D22220g,2911049,,2.1.1.282,metabolic,no
YALI1_D28307r,YALI0D22374r,2910327,00970,,metabolic,no
YALI1_D29211r,YALI0D22704r,2910158,00970,,metabolic,no
YALI1_D29549g,YALI0D22935g,2911247,,2.7.11.22;2.7.11.23,metabolic,no
YALI1_D29831g,YALI0D23133g,2910285,,5.6.2.7,metabolic,no
YALI1_D30593g,YALI0D23661g,2910879,,3.1.26.4,metabolic,no
YALI1_D30941g,YALI0D23881g,2910959,,5.6.2.3;5.6.2.5,metabolic,no
YALI1_D31186g,YALI0D23969g,2910987,,5.6.2.2,metabolic,no
YALI1_D31261r,YALI0D24013r,2910989,00970,,metabolic,no
YALI1_D31823g,YALI0D24211g,2911019,,3.4.19.12,metabolic,no
YALI1_D32424g,YALI0D24497g,2910446,,5.6.2.7,metabolic,no
YALI1_D33418g,YALI0D25190g,2910782,,2.7.11.22,metabolic,no
YALI1_D33428g,YALI0D25212g,2910783,,2.1.1.211,metabolic,no
YALI1_D33504g,YALI0D25256g,2910933,00630;01100;01110,1.1.1.26,metabolic,no
YALI1_D33579r,YALI0D25300r,2910935,00970,,metabolic,no
YALI1_D33653g,YALI0D25366g,2910665,,1.11.1.5,metabolic,no
YALI1_D33696g,YALI0D25388g,2910666,,2.7.11.1,metabolic,no
YALI1_D33735g,YALI0D25454g,2910668,00563;01100,,metabolic,no
YALI1_D33879g,YALI0D25542g,2910910,,2.8.3.13,metabolic,no
YALI1_D34043g,YALI0D25718g,2910346,,3.1.1.96,metabolic,no
YALI1_D34258g,YALI0D25894g,2910130,,1.8.3.2,metabolic,no
YALI1_D34353g,YALI0D25960g,90949670,00010;00053;00071;00280;00310;00330;00340;00380;00410;00561;00620;00770;01100;01110;01240,1.2.1.3,metabolic,no
YALI1_D34395g,YALI0D26015g,2910807,,2.7.11.21,metabolic,no
YALI1_D34422r,YALI0D26037r,2910220,00970,,metabolic,no
YALI1_D34487g,YALI0D26103g,2910222,,5.6.2.1,metabolic,no
YALI1_D34643g,YALI0D26213g,2910742,,2.7.11.1,metabolic,no
YALI1_D34684g,YALI0D26235g,2911071,00563;01100,,metabolic,no
YALI1_D34860g,YALI0D26345g,2911276,,2.3.1.225,metabolic,no
YALI1_D35143g,YALI0D26598g,2911088,,2.3.1.48,metabolic,no
YALI1_D35148g,YALI0D26620g,2911129,,5.6.2.6,metabolic,no
YALI1_D35635g,YALI0D27038g,2911240,,7.2.2.8,metabolic,no
YALI1_E00258r,,90949691,00970,,metabolic,no
YALI1_E00337g,,90949763,00230;00240;01100;01232,3.1.3.89,metabolic,no
YALI1_E00412g,YALI0E00132g,2912859,,5.2.1.8,metabolic,no
YALI1_E00741r,YALI0E00352r,2912869,00970,,metabolic,no
YALI1_E01033g,YALI0E00660g,2912888,,2.1.1.319,metabolic,no
YALI1_E01251g,YALI0E00858g,2912901,,3.1.26.5,metabolic,no
YALI1_E01299g,YALI0E00902g,2912930,,2.7.7.7,metabolic,no
YALI1_E01614g,YALI0E01078g,2912937,,2.3.1.97,metabolic,no
YALI1_E01888r,YALI0E01342r,2912948,00970,,metabolic,no
YALI1_E02056g,YALI0E01496g,2912040,,2.1.1.260,metabolic,no
YALI1_E02276r,YALI0E01716r,2912055,00970,,metabolic,no
YALI1_E02317g,YALI0E01782g,2912058,,5.6.2.7,metabolic,no
YALI1_E02348g,YALI0E01804g,2912059,,2.3.1.225,metabolic,no
YALI1_E02799g,YALI0E02222g,2912086,00513;01100,,metabolic,no
YALI1_E03067g,YALI0E02420g,2912097,,5.3.4.1,metabolic,no
YALI1_E03163g,YALI0E02552g,2912109,,5.6.2.7,metabolic,no
YALI1_E03416g,YALI0E02772g,2912645,,2.3.1.48,metabolic,no
YALI1_E03439g,YALI0E02794g,2912119,,3.4.25.1,metabolic,no
YALI1_E03535g,YALI0E02904g,2912122,,2.7.7.50,metabolic,no
YALI1_E03549r,YALI0E02926r,2912123,00970,,metabolic,no
YALI1_E03550r,YALI0E02970r,2912126,00970,,metabolic,no
YALI1_E03584g,YALI0E03036g,2912125,,5.3.4.1,metabolic,no
YALI1_E03789g,YALI0E03168g,2912135,,2.7.13.3,metabolic,no
YALI1_E03846g,YALI0E03190g,2912133,00510;00513;01100,2.4.1.258,metabolic,no
YALI1_E03941g,YALI0E03278g,2912139,,3.1.3.16,metabolic,no
YALI1_E04023g,YALI0E03366g,2912142,,3.1.1.97,metabolic,no
YALI1_E04312g,YALI0E03586g,2912156,00480;01100,2.5.1.18,metabolic,no
YALI1_E04393r,YALI0E03652r,2912159,00970,,metabolic,no
YALI1_E04688g,YALI0E03894g,2912170,,2.3.2.8,metabolic,no
YALI1_E05416g,YALI0E04488g,2912199,01100;01110,,metabolic,no
YALI1_E05645g,YALI0E04675g,2912208,,2.3.1.48,metabolic,no
YALI1_E06280g,YALI0E05401g,2912314,,2.3.2.26,metabolic,no
YALI1_E06355g,YALI0E05467g,2912317,,2.1.1.67,metabolic,no
YALI1_E06441g,YALI0E05533g,2911519,00310;01100,2.3.1.306,metabolic,no
YALI1_E07178g,YALI0E05973g,2912340,,7.6.2.2,metabolic,no
YALI1_E07302g,YALI0E06017g,2912342,,6.2.1.45,metabolic,no
YALI1_E07479g,YALI0E06171g,2912358,,6.5.1.3,metabolic,no
YALI1_E07508g,YALI0E06215g,2912385,00860;01100,4.4.1.17,metabolic,no
YALI1_E07524r,YALI0E06259r,2912390,00970,,metabolic,no
YALI1_E07790g,YALI0E06501g,2912396,,2.7.11.1,metabolic,no
YALI1_E08104g,YALI0E06743g,2912409,,2.3.2.27,metabolic,no
YALI1_E08114g,YALI0E06765g,2912410,,2.1.1.202,metabolic,no
YALI1_E08341r,YALI0E06963r,2912422,00970,,metabolic,no
YALI1_E08342r,YALI0E07007r,2912423,00970,,metabolic,no
YALI1_E08590r,YALI0E07227r,2912432,00970,,metabolic,no
YALI1_E08709g,YALI0E07315g,2912435,,4.1.2.63,metabolic,no
YALI1_E08771r,YALI0E07359r,2912437,00970,,metabolic,no
YALI1_E08861g,YALI0E07447g,90949719,00600;01100,3.1.4.12,metabolic,no
YALI1_E09357g,YALI0E07788g,2912457,00510;01100,1.3.1.22;1.3.1.94,metabolic,no
YALI1_E09505r,YALI0E07854r,2912463,00970,,metabolic,no
YALI1_E09779g,YALI0E08074g,2912475,,3.6.1.59,metabolic,no
YALI1_E09904r,YALI0E08118r,2912477,00970,,metabolic,no
YALI1_E10105r,YALI0E08272r,2912483,00970,,metabolic,no
YALI1_E10256r,YALI0E08404r,2912488,00970,,metabolic,no
YALI1_E10500g,YALI0E08646g,2912497,00510;00513;01100,,metabolic,no
YALI1_E10533r,YALI0E08712r,2912499,00970,,metabolic,no
YALI1_E10702r,YALI0E08778r,2912501,00970,,metabolic,no
YALI1_E10755g,YALI0E08844g,2912503,,3.4.19.12,metabolic,no
YALI1_E10852g,YALI0E08910g,2912506,,3.1.21.10,metabolic,no
YALI1_E11370g,YALI0E09240g,2912526,00970;01100,6.3.5.6;6.3.5.7,metabolic,no
YALI1_E11402g,YALI0E09262g,2912527,00340;01100;01110,4.4.1.36,metabolic,no
YALI1_E11630g,YALI0E09449g,2912534,,2.7.7.87,metabolic,no
YALI1_E11674g,YALI0E09471g,2911589,,7.2.2.10,metabolic,no
YALI1_E12223g,YALI0E09823g,2912569,,2.7.7.79,metabolic,no
YALI1_E12244g,YALI0E09845g,2912570,,2.7.7.6,metabolic,no
